ref_image,input_image,x-shift,y-shift
TranslationDataset/Test/reference/slide003_core09238.png,TranslationDataset/Test/input/slide003_core09238.png,32,59
TranslationDataset/Test/reference/slide003_core09239.png,TranslationDataset/Test/input/slide003_core09239.png,39,22
TranslationDataset/Test/reference/slide003_core09240.png,TranslationDataset/Test/input/slide003_core09240.png,40,8
TranslationDataset/Test/reference/slide003_core09241.png,TranslationDataset/Test/input/slide003_core09241.png,6,15
TranslationDataset/Test/reference/slide003_core09242.png,TranslationDataset/Test/input/slide003_core09242.png,9,46
TranslationDataset/Test/reference/slide003_core09243.png,TranslationDataset/Test/input/slide003_core09243.png,39,16
TranslationDataset/Test/reference/slide003_core09244.png,TranslationDataset/Test/input/slide003_core09244.png,45,1
TranslationDataset/Test/reference/slide003_core09245.png,TranslationDataset/Test/input/slide003_core09245.png,4,9
TranslationDataset/Test/reference/slide003_core09246.png,TranslationDataset/Test/input/slide003_core09246.png,55,36
TranslationDataset/Test/reference/slide003_core09247.png,TranslationDataset/Test/input/slide003_core09247.png,11,39
TranslationDataset/Test/reference/slide003_core09248.png,TranslationDataset/Test/input/slide003_core09248.png,45,48
TranslationDataset/Test/reference/slide003_core09249.png,TranslationDataset/Test/input/slide003_core09249.png,33,25
TranslationDataset/Test/reference/slide003_core09250.png,TranslationDataset/Test/input/slide003_core09250.png,20,44
TranslationDataset/Test/reference/slide003_core09251.png,TranslationDataset/Test/input/slide003_core09251.png,5,6
TranslationDataset/Test/reference/slide003_core09252.png,TranslationDataset/Test/input/slide003_core09252.png,40,54
TranslationDataset/Test/reference/slide003_core09253.png,TranslationDataset/Test/input/slide003_core09253.png,12,41
TranslationDataset/Test/reference/slide003_core09254.png,TranslationDataset/Test/input/slide003_core09254.png,18,59
TranslationDataset/Test/reference/slide003_core09255.png,TranslationDataset/Test/input/slide003_core09255.png,23,32
TranslationDataset/Test/reference/slide003_core09256.png,TranslationDataset/Test/input/slide003_core09256.png,38,19
TranslationDataset/Test/reference/slide003_core09257.png,TranslationDataset/Test/input/slide003_core09257.png,46,37
TranslationDataset/Test/reference/slide003_core09258.png,TranslationDataset/Test/input/slide003_core09258.png,22,22
TranslationDataset/Test/reference/slide003_core09259.png,TranslationDataset/Test/input/slide003_core09259.png,36,14
TranslationDataset/Test/reference/slide003_core09260.png,TranslationDataset/Test/input/slide003_core09260.png,22,26
TranslationDataset/Test/reference/slide003_core09261.png,TranslationDataset/Test/input/slide003_core09261.png,31,10
TranslationDataset/Test/reference/slide003_core09262.png,TranslationDataset/Test/input/slide003_core09262.png,56,31
TranslationDataset/Test/reference/slide003_core09263.png,TranslationDataset/Test/input/slide003_core09263.png,30,42
TranslationDataset/Test/reference/slide003_core09264.png,TranslationDataset/Test/input/slide003_core09264.png,6,25
TranslationDataset/Test/reference/slide003_core09265.png,TranslationDataset/Test/input/slide003_core09265.png,9,49
TranslationDataset/Test/reference/slide003_core09266.png,TranslationDataset/Test/input/slide003_core09266.png,42,8
TranslationDataset/Test/reference/slide003_core09267.png,TranslationDataset/Test/input/slide003_core09267.png,31,61
TranslationDataset/Test/reference/slide003_core09268.png,TranslationDataset/Test/input/slide003_core09268.png,35,28
TranslationDataset/Test/reference/slide003_core09269.png,TranslationDataset/Test/input/slide003_core09269.png,63,22
TranslationDataset/Test/reference/slide003_core09270.png,TranslationDataset/Test/input/slide003_core09270.png,14,18
TranslationDataset/Test/reference/slide003_core09271.png,TranslationDataset/Test/input/slide003_core09271.png,23,58
TranslationDataset/Test/reference/slide003_core09272.png,TranslationDataset/Test/input/slide003_core09272.png,1,41
TranslationDataset/Test/reference/slide003_core09273.png,TranslationDataset/Test/input/slide003_core09273.png,35,23
TranslationDataset/Test/reference/slide003_core09274.png,TranslationDataset/Test/input/slide003_core09274.png,2,26
TranslationDataset/Test/reference/slide003_core09275.png,TranslationDataset/Test/input/slide003_core09275.png,41,2
TranslationDataset/Test/reference/slide003_core09276.png,TranslationDataset/Test/input/slide003_core09276.png,58,44
TranslationDataset/Test/reference/slide003_core09277.png,TranslationDataset/Test/input/slide003_core09277.png,57,6
TranslationDataset/Test/reference/slide003_core09278.png,TranslationDataset/Test/input/slide003_core09278.png,27,2
TranslationDataset/Test/reference/slide003_core09279.png,TranslationDataset/Test/input/slide003_core09279.png,32,18
TranslationDataset/Test/reference/slide003_core09280.png,TranslationDataset/Test/input/slide003_core09280.png,17,45
TranslationDataset/Test/reference/slide003_core09281.png,TranslationDataset/Test/input/slide003_core09281.png,29,16
TranslationDataset/Test/reference/slide003_core09282.png,TranslationDataset/Test/input/slide003_core09282.png,45,0
TranslationDataset/Test/reference/slide003_core09283.png,TranslationDataset/Test/input/slide003_core09283.png,46,12
TranslationDataset/Test/reference/slide003_core09284.png,TranslationDataset/Test/input/slide003_core09284.png,55,48
TranslationDataset/Test/reference/slide003_core09285.png,TranslationDataset/Test/input/slide003_core09285.png,19,54
TranslationDataset/Test/reference/slide003_core09286.png,TranslationDataset/Test/input/slide003_core09286.png,52,35
TranslationDataset/Test/reference/slide003_core09287.png,TranslationDataset/Test/input/slide003_core09287.png,39,9
TranslationDataset/Test/reference/slide003_core09288.png,TranslationDataset/Test/input/slide003_core09288.png,29,30
TranslationDataset/Test/reference/slide003_core09289.png,TranslationDataset/Test/input/slide003_core09289.png,40,21
TranslationDataset/Test/reference/slide003_core09290.png,TranslationDataset/Test/input/slide003_core09290.png,13,63
TranslationDataset/Test/reference/slide003_core09291.png,TranslationDataset/Test/input/slide003_core09291.png,57,62
TranslationDataset/Test/reference/slide003_core09292.png,TranslationDataset/Test/input/slide003_core09292.png,10,19
TranslationDataset/Test/reference/slide003_core09293.png,TranslationDataset/Test/input/slide003_core09293.png,3,20
TranslationDataset/Test/reference/slide003_core09294.png,TranslationDataset/Test/input/slide003_core09294.png,19,5
TranslationDataset/Test/reference/slide003_core09295.png,TranslationDataset/Test/input/slide003_core09295.png,29,50
TranslationDataset/Test/reference/slide003_core09296.png,TranslationDataset/Test/input/slide003_core09296.png,32,42
TranslationDataset/Test/reference/slide003_core09297.png,TranslationDataset/Test/input/slide003_core09297.png,37,10
TranslationDataset/Test/reference/slide003_core09298.png,TranslationDataset/Test/input/slide003_core09298.png,0,37
TranslationDataset/Test/reference/slide003_core09299.png,TranslationDataset/Test/input/slide003_core09299.png,17,59
TranslationDataset/Test/reference/slide003_core092100.png,TranslationDataset/Test/input/slide003_core092100.png,15,26
TranslationDataset/Test/reference/slide003_core092101.png,TranslationDataset/Test/input/slide003_core092101.png,45,50
TranslationDataset/Test/reference/slide003_core092102.png,TranslationDataset/Test/input/slide003_core092102.png,44,22
TranslationDataset/Test/reference/slide003_core092103.png,TranslationDataset/Test/input/slide003_core092103.png,11,49
TranslationDataset/Test/reference/slide003_core092104.png,TranslationDataset/Test/input/slide003_core092104.png,17,52
TranslationDataset/Test/reference/slide003_core092105.png,TranslationDataset/Test/input/slide003_core092105.png,42,50
TranslationDataset/Test/reference/slide003_core092106.png,TranslationDataset/Test/input/slide003_core092106.png,26,18
TranslationDataset/Test/reference/slide003_core092107.png,TranslationDataset/Test/input/slide003_core092107.png,0,12
TranslationDataset/Test/reference/slide003_core092108.png,TranslationDataset/Test/input/slide003_core092108.png,28,43
TranslationDataset/Test/reference/slide003_core092109.png,TranslationDataset/Test/input/slide003_core092109.png,53,56
TranslationDataset/Test/reference/slide003_core092110.png,TranslationDataset/Test/input/slide003_core092110.png,2,45
TranslationDataset/Test/reference/slide003_core092111.png,TranslationDataset/Test/input/slide003_core092111.png,10,14
TranslationDataset/Test/reference/slide003_core092112.png,TranslationDataset/Test/input/slide003_core092112.png,21,2
TranslationDataset/Test/reference/slide003_core092113.png,TranslationDataset/Test/input/slide003_core092113.png,24,55
TranslationDataset/Test/reference/slide003_core092114.png,TranslationDataset/Test/input/slide003_core092114.png,56,44
TranslationDataset/Test/reference/slide003_core092115.png,TranslationDataset/Test/input/slide003_core092115.png,17,35
TranslationDataset/Test/reference/slide003_core092116.png,TranslationDataset/Test/input/slide003_core092116.png,54,12
TranslationDataset/Test/reference/slide003_core092117.png,TranslationDataset/Test/input/slide003_core092117.png,38,0
TranslationDataset/Test/reference/slide003_core092118.png,TranslationDataset/Test/input/slide003_core092118.png,52,49
TranslationDataset/Test/reference/slide003_core092119.png,TranslationDataset/Test/input/slide003_core092119.png,51,15
TranslationDataset/Test/reference/slide003_core092120.png,TranslationDataset/Test/input/slide003_core092120.png,57,22
TranslationDataset/Test/reference/slide003_core092121.png,TranslationDataset/Test/input/slide003_core092121.png,19,15
TranslationDataset/Test/reference/slide003_core092122.png,TranslationDataset/Test/input/slide003_core092122.png,55,13
TranslationDataset/Test/reference/slide003_core092123.png,TranslationDataset/Test/input/slide003_core092123.png,15,51
TranslationDataset/Test/reference/slide003_core092124.png,TranslationDataset/Test/input/slide003_core092124.png,9,18
TranslationDataset/Test/reference/slide003_core092125.png,TranslationDataset/Test/input/slide003_core092125.png,13,30
TranslationDataset/Test/reference/slide003_core092126.png,TranslationDataset/Test/input/slide003_core092126.png,62,40
TranslationDataset/Test/reference/slide003_core092127.png,TranslationDataset/Test/input/slide003_core092127.png,30,13
TranslationDataset/Test/reference/slide003_core092128.png,TranslationDataset/Test/input/slide003_core092128.png,59,34
TranslationDataset/Test/reference/slide003_core092129.png,TranslationDataset/Test/input/slide003_core092129.png,32,46
TranslationDataset/Test/reference/slide003_core092130.png,TranslationDataset/Test/input/slide003_core092130.png,10,17
TranslationDataset/Test/reference/slide003_core092131.png,TranslationDataset/Test/input/slide003_core092131.png,39,0
TranslationDataset/Test/reference/slide003_core092132.png,TranslationDataset/Test/input/slide003_core092132.png,17,57
TranslationDataset/Test/reference/slide003_core092133.png,TranslationDataset/Test/input/slide003_core092133.png,59,50
TranslationDataset/Test/reference/slide003_core092134.png,TranslationDataset/Test/input/slide003_core092134.png,43,29
TranslationDataset/Test/reference/slide003_core092135.png,TranslationDataset/Test/input/slide003_core092135.png,54,49
TranslationDataset/Test/reference/slide003_core092136.png,TranslationDataset/Test/input/slide003_core092136.png,61,35
TranslationDataset/Test/reference/slide003_core092137.png,TranslationDataset/Test/input/slide003_core092137.png,43,52
TranslationDataset/Test/reference/slide003_core092138.png,TranslationDataset/Test/input/slide003_core092138.png,18,5
TranslationDataset/Test/reference/slide003_core092139.png,TranslationDataset/Test/input/slide003_core092139.png,58,26
TranslationDataset/Test/reference/slide003_core092140.png,TranslationDataset/Test/input/slide003_core092140.png,33,2
TranslationDataset/Test/reference/slide003_core092141.png,TranslationDataset/Test/input/slide003_core092141.png,27,47
TranslationDataset/Test/reference/slide003_core092142.png,TranslationDataset/Test/input/slide003_core092142.png,24,13
TranslationDataset/Test/reference/slide003_core092143.png,TranslationDataset/Test/input/slide003_core092143.png,23,60
TranslationDataset/Test/reference/slide003_core092144.png,TranslationDataset/Test/input/slide003_core092144.png,11,13
TranslationDataset/Test/reference/slide003_core092145.png,TranslationDataset/Test/input/slide003_core092145.png,51,18
TranslationDataset/Test/reference/slide003_core092146.png,TranslationDataset/Test/input/slide003_core092146.png,39,8
TranslationDataset/Test/reference/slide003_core092147.png,TranslationDataset/Test/input/slide003_core092147.png,52,56
TranslationDataset/Test/reference/slide003_core092148.png,TranslationDataset/Test/input/slide003_core092148.png,54,44
TranslationDataset/Test/reference/slide003_core092149.png,TranslationDataset/Test/input/slide003_core092149.png,21,16
TranslationDataset/Test/reference/slide003_core092150.png,TranslationDataset/Test/input/slide003_core092150.png,31,62
TranslationDataset/Test/reference/slide003_core092151.png,TranslationDataset/Test/input/slide003_core092151.png,6,45
TranslationDataset/Test/reference/slide003_core092152.png,TranslationDataset/Test/input/slide003_core092152.png,25,53
TranslationDataset/Test/reference/slide003_core092153.png,TranslationDataset/Test/input/slide003_core092153.png,9,18
TranslationDataset/Test/reference/slide003_core092154.png,TranslationDataset/Test/input/slide003_core092154.png,54,39
TranslationDataset/Test/reference/slide003_core092155.png,TranslationDataset/Test/input/slide003_core092155.png,52,56
TranslationDataset/Test/reference/slide003_core092156.png,TranslationDataset/Test/input/slide003_core092156.png,29,39
TranslationDataset/Test/reference/slide003_core092157.png,TranslationDataset/Test/input/slide003_core092157.png,42,25
TranslationDataset/Test/reference/slide003_core092158.png,TranslationDataset/Test/input/slide003_core092158.png,46,16
TranslationDataset/Test/reference/slide003_core092159.png,TranslationDataset/Test/input/slide003_core092159.png,60,16
TranslationDataset/Test/reference/slide003_core092160.png,TranslationDataset/Test/input/slide003_core092160.png,32,7
TranslationDataset/Test/reference/slide003_core092161.png,TranslationDataset/Test/input/slide003_core092161.png,35,49
TranslationDataset/Test/reference/slide003_core092162.png,TranslationDataset/Test/input/slide003_core092162.png,34,38
TranslationDataset/Test/reference/slide003_core092163.png,TranslationDataset/Test/input/slide003_core092163.png,43,51
TranslationDataset/Test/reference/slide003_core092164.png,TranslationDataset/Test/input/slide003_core092164.png,50,30
TranslationDataset/Test/reference/slide003_core092165.png,TranslationDataset/Test/input/slide003_core092165.png,42,45
TranslationDataset/Test/reference/slide003_core092166.png,TranslationDataset/Test/input/slide003_core092166.png,61,0
TranslationDataset/Test/reference/slide003_core092167.png,TranslationDataset/Test/input/slide003_core092167.png,63,19
TranslationDataset/Test/reference/slide003_core092168.png,TranslationDataset/Test/input/slide003_core092168.png,32,16
TranslationDataset/Test/reference/slide003_core092169.png,TranslationDataset/Test/input/slide003_core092169.png,46,27
TranslationDataset/Test/reference/slide003_core092170.png,TranslationDataset/Test/input/slide003_core092170.png,53,5
TranslationDataset/Test/reference/slide003_core092171.png,TranslationDataset/Test/input/slide003_core092171.png,40,0
TranslationDataset/Test/reference/slide003_core092172.png,TranslationDataset/Test/input/slide003_core092172.png,39,6
TranslationDataset/Test/reference/slide003_core092173.png,TranslationDataset/Test/input/slide003_core092173.png,8,30
TranslationDataset/Test/reference/slide003_core092174.png,TranslationDataset/Test/input/slide003_core092174.png,31,12
TranslationDataset/Test/reference/slide003_core092175.png,TranslationDataset/Test/input/slide003_core092175.png,4,32
TranslationDataset/Test/reference/slide003_core092176.png,TranslationDataset/Test/input/slide003_core092176.png,58,47
TranslationDataset/Test/reference/slide003_core092177.png,TranslationDataset/Test/input/slide003_core092177.png,38,16
TranslationDataset/Test/reference/slide003_core092178.png,TranslationDataset/Test/input/slide003_core092178.png,49,38
TranslationDataset/Test/reference/slide003_core092179.png,TranslationDataset/Test/input/slide003_core092179.png,41,1
TranslationDataset/Test/reference/slide003_core092180.png,TranslationDataset/Test/input/slide003_core092180.png,5,48
TranslationDataset/Test/reference/slide003_core092181.png,TranslationDataset/Test/input/slide003_core092181.png,9,8
TranslationDataset/Test/reference/slide003_core092182.png,TranslationDataset/Test/input/slide003_core092182.png,46,9
TranslationDataset/Test/reference/slide003_core092183.png,TranslationDataset/Test/input/slide003_core092183.png,41,10
TranslationDataset/Test/reference/slide003_core092184.png,TranslationDataset/Test/input/slide003_core092184.png,32,3
TranslationDataset/Test/reference/slide003_core092185.png,TranslationDataset/Test/input/slide003_core092185.png,10,30
TranslationDataset/Test/reference/slide003_core092186.png,TranslationDataset/Test/input/slide003_core092186.png,37,4
TranslationDataset/Test/reference/slide003_core092187.png,TranslationDataset/Test/input/slide003_core092187.png,47,31
TranslationDataset/Test/reference/slide003_core092188.png,TranslationDataset/Test/input/slide003_core092188.png,39,13
TranslationDataset/Test/reference/slide003_core092189.png,TranslationDataset/Test/input/slide003_core092189.png,46,60
TranslationDataset/Test/reference/slide003_core092190.png,TranslationDataset/Test/input/slide003_core092190.png,37,4
TranslationDataset/Test/reference/slide003_core092191.png,TranslationDataset/Test/input/slide003_core092191.png,7,38
TranslationDataset/Test/reference/slide003_core092192.png,TranslationDataset/Test/input/slide003_core092192.png,12,1
TranslationDataset/Test/reference/slide003_core092193.png,TranslationDataset/Test/input/slide003_core092193.png,58,5
TranslationDataset/Test/reference/slide003_core092194.png,TranslationDataset/Test/input/slide003_core092194.png,5,53
TranslationDataset/Test/reference/slide003_core092195.png,TranslationDataset/Test/input/slide003_core092195.png,62,45
TranslationDataset/Test/reference/slide003_core092196.png,TranslationDataset/Test/input/slide003_core092196.png,16,56
TranslationDataset/Test/reference/slide003_core092197.png,TranslationDataset/Test/input/slide003_core092197.png,32,28
TranslationDataset/Test/reference/slide003_core092198.png,TranslationDataset/Test/input/slide003_core092198.png,51,17
TranslationDataset/Test/reference/slide003_core092199.png,TranslationDataset/Test/input/slide003_core092199.png,31,31
TranslationDataset/Test/reference/slide003_core092200.png,TranslationDataset/Test/input/slide003_core092200.png,40,48
TranslationDataset/Test/reference/slide003_core092201.png,TranslationDataset/Test/input/slide003_core092201.png,4,28
TranslationDataset/Test/reference/slide003_core092202.png,TranslationDataset/Test/input/slide003_core092202.png,2,49
TranslationDataset/Test/reference/slide003_core092203.png,TranslationDataset/Test/input/slide003_core092203.png,42,52
TranslationDataset/Test/reference/slide003_core092204.png,TranslationDataset/Test/input/slide003_core092204.png,55,21
TranslationDataset/Test/reference/slide003_core092205.png,TranslationDataset/Test/input/slide003_core092205.png,48,29
TranslationDataset/Test/reference/slide003_core092206.png,TranslationDataset/Test/input/slide003_core092206.png,51,30
TranslationDataset/Test/reference/slide003_core092207.png,TranslationDataset/Test/input/slide003_core092207.png,62,28
TranslationDataset/Test/reference/slide003_core092208.png,TranslationDataset/Test/input/slide003_core092208.png,16,25
TranslationDataset/Test/reference/slide003_core092209.png,TranslationDataset/Test/input/slide003_core092209.png,12,59
TranslationDataset/Test/reference/slide003_core092210.png,TranslationDataset/Test/input/slide003_core092210.png,50,42
TranslationDataset/Test/reference/slide003_core092211.png,TranslationDataset/Test/input/slide003_core092211.png,2,57
TranslationDataset/Test/reference/slide003_core092212.png,TranslationDataset/Test/input/slide003_core092212.png,49,40
TranslationDataset/Test/reference/slide003_core092213.png,TranslationDataset/Test/input/slide003_core092213.png,53,30
TranslationDataset/Test/reference/slide003_core092214.png,TranslationDataset/Test/input/slide003_core092214.png,19,42
TranslationDataset/Test/reference/slide003_core092215.png,TranslationDataset/Test/input/slide003_core092215.png,44,60
TranslationDataset/Test/reference/slide003_core092216.png,TranslationDataset/Test/input/slide003_core092216.png,14,12
TranslationDataset/Test/reference/slide003_core092217.png,TranslationDataset/Test/input/slide003_core092217.png,4,19
TranslationDataset/Test/reference/slide003_core092218.png,TranslationDataset/Test/input/slide003_core092218.png,46,49
TranslationDataset/Test/reference/slide003_core092219.png,TranslationDataset/Test/input/slide003_core092219.png,40,4
TranslationDataset/Test/reference/slide003_core092220.png,TranslationDataset/Test/input/slide003_core092220.png,45,59
TranslationDataset/Test/reference/slide003_core092221.png,TranslationDataset/Test/input/slide003_core092221.png,13,25
TranslationDataset/Test/reference/slide003_core092222.png,TranslationDataset/Test/input/slide003_core092222.png,47,43
TranslationDataset/Test/reference/slide003_core092223.png,TranslationDataset/Test/input/slide003_core092223.png,13,17
TranslationDataset/Test/reference/slide003_core092224.png,TranslationDataset/Test/input/slide003_core092224.png,24,46
TranslationDataset/Test/reference/slide003_core092225.png,TranslationDataset/Test/input/slide003_core092225.png,46,20
TranslationDataset/Test/reference/slide003_core092226.png,TranslationDataset/Test/input/slide003_core092226.png,35,55
TranslationDataset/Test/reference/slide003_core092227.png,TranslationDataset/Test/input/slide003_core092227.png,27,53
TranslationDataset/Test/reference/slide003_core092228.png,TranslationDataset/Test/input/slide003_core092228.png,35,62
TranslationDataset/Test/reference/slide003_core092229.png,TranslationDataset/Test/input/slide003_core092229.png,4,55
TranslationDataset/Test/reference/slide003_core092230.png,TranslationDataset/Test/input/slide003_core092230.png,1,10
TranslationDataset/Test/reference/slide003_core092231.png,TranslationDataset/Test/input/slide003_core092231.png,4,41
TranslationDataset/Test/reference/slide003_core092232.png,TranslationDataset/Test/input/slide003_core092232.png,47,14
TranslationDataset/Test/reference/slide003_core092233.png,TranslationDataset/Test/input/slide003_core092233.png,5,60
TranslationDataset/Test/reference/slide003_core092234.png,TranslationDataset/Test/input/slide003_core092234.png,55,20
TranslationDataset/Test/reference/slide003_core092235.png,TranslationDataset/Test/input/slide003_core092235.png,13,49
TranslationDataset/Test/reference/slide003_core092236.png,TranslationDataset/Test/input/slide003_core092236.png,36,31
TranslationDataset/Test/reference/slide003_core092237.png,TranslationDataset/Test/input/slide003_core092237.png,7,21
TranslationDataset/Test/reference/slide003_core092238.png,TranslationDataset/Test/input/slide003_core092238.png,4,58
TranslationDataset/Test/reference/slide003_core092239.png,TranslationDataset/Test/input/slide003_core092239.png,58,50
TranslationDataset/Test/reference/slide003_core092240.png,TranslationDataset/Test/input/slide003_core092240.png,9,40
TranslationDataset/Test/reference/slide003_core092241.png,TranslationDataset/Test/input/slide003_core092241.png,12,36
TranslationDataset/Test/reference/slide003_core092242.png,TranslationDataset/Test/input/slide003_core092242.png,34,17
TranslationDataset/Test/reference/slide003_core092243.png,TranslationDataset/Test/input/slide003_core092243.png,19,29
TranslationDataset/Test/reference/slide003_core092244.png,TranslationDataset/Test/input/slide003_core092244.png,52,3
TranslationDataset/Test/reference/slide003_core092245.png,TranslationDataset/Test/input/slide003_core092245.png,6,3
TranslationDataset/Test/reference/slide003_core092246.png,TranslationDataset/Test/input/slide003_core092246.png,51,19
TranslationDataset/Test/reference/slide003_core092247.png,TranslationDataset/Test/input/slide003_core092247.png,49,40
TranslationDataset/Test/reference/slide003_core092248.png,TranslationDataset/Test/input/slide003_core092248.png,9,38
TranslationDataset/Test/reference/slide003_core092249.png,TranslationDataset/Test/input/slide003_core092249.png,58,47
TranslationDataset/Test/reference/slide003_core092250.png,TranslationDataset/Test/input/slide003_core092250.png,49,39
TranslationDataset/Test/reference/slide003_core092251.png,TranslationDataset/Test/input/slide003_core092251.png,16,37
TranslationDataset/Test/reference/slide003_core092252.png,TranslationDataset/Test/input/slide003_core092252.png,51,27
TranslationDataset/Test/reference/slide003_core092253.png,TranslationDataset/Test/input/slide003_core092253.png,57,18
TranslationDataset/Test/reference/slide003_core092254.png,TranslationDataset/Test/input/slide003_core092254.png,54,59
TranslationDataset/Test/reference/slide003_core092255.png,TranslationDataset/Test/input/slide003_core092255.png,15,33
TranslationDataset/Test/reference/slide003_core092256.png,TranslationDataset/Test/input/slide003_core092256.png,28,30
TranslationDataset/Test/reference/slide003_core092257.png,TranslationDataset/Test/input/slide003_core092257.png,22,25
TranslationDataset/Test/reference/slide003_core092258.png,TranslationDataset/Test/input/slide003_core092258.png,1,43
TranslationDataset/Test/reference/slide003_core092259.png,TranslationDataset/Test/input/slide003_core092259.png,43,50
TranslationDataset/Test/reference/slide003_core092260.png,TranslationDataset/Test/input/slide003_core092260.png,38,52
TranslationDataset/Test/reference/slide003_core092261.png,TranslationDataset/Test/input/slide003_core092261.png,16,14
TranslationDataset/Test/reference/slide003_core092262.png,TranslationDataset/Test/input/slide003_core092262.png,52,14
TranslationDataset/Test/reference/slide003_core092263.png,TranslationDataset/Test/input/slide003_core092263.png,15,2
TranslationDataset/Test/reference/slide003_core092264.png,TranslationDataset/Test/input/slide003_core092264.png,44,58
TranslationDataset/Test/reference/slide003_core092265.png,TranslationDataset/Test/input/slide003_core092265.png,34,12
TranslationDataset/Test/reference/slide003_core092266.png,TranslationDataset/Test/input/slide003_core092266.png,5,53
TranslationDataset/Test/reference/slide003_core092267.png,TranslationDataset/Test/input/slide003_core092267.png,58,36
TranslationDataset/Test/reference/slide003_core092268.png,TranslationDataset/Test/input/slide003_core092268.png,50,35
TranslationDataset/Test/reference/slide003_core092269.png,TranslationDataset/Test/input/slide003_core092269.png,7,34
TranslationDataset/Test/reference/slide003_core092270.png,TranslationDataset/Test/input/slide003_core092270.png,48,34
TranslationDataset/Test/reference/slide003_core092271.png,TranslationDataset/Test/input/slide003_core092271.png,8,14
TranslationDataset/Test/reference/slide003_core092272.png,TranslationDataset/Test/input/slide003_core092272.png,12,51
