ref_image,input_image,x-shift,y-shift
TranslationDataset/Train/reference/slide001_core01128.png,TranslationDataset/Train/input/slide001_core01128.png,41,8
TranslationDataset/Train/reference/slide001_core01129.png,TranslationDataset/Train/input/slide001_core01129.png,13,58
TranslationDataset/Train/reference/slide001_core01130.png,TranslationDataset/Train/input/slide001_core01130.png,27,36
TranslationDataset/Train/reference/slide001_core01131.png,TranslationDataset/Train/input/slide001_core01131.png,58,47
TranslationDataset/Train/reference/slide001_core01132.png,TranslationDataset/Train/input/slide001_core01132.png,28,46
TranslationDataset/Train/reference/slide001_core01133.png,TranslationDataset/Train/input/slide001_core01133.png,18,63
TranslationDataset/Train/reference/slide001_core01134.png,TranslationDataset/Train/input/slide001_core01134.png,2,42
TranslationDataset/Train/reference/slide001_core01135.png,TranslationDataset/Train/input/slide001_core01135.png,11,34
TranslationDataset/Train/reference/slide001_core01136.png,TranslationDataset/Train/input/slide001_core01136.png,52,14
TranslationDataset/Train/reference/slide001_core01137.png,TranslationDataset/Train/input/slide001_core01137.png,18,5
TranslationDataset/Train/reference/slide001_core01138.png,TranslationDataset/Train/input/slide001_core01138.png,37,17
TranslationDataset/Train/reference/slide001_core01139.png,TranslationDataset/Train/input/slide001_core01139.png,46,31
TranslationDataset/Train/reference/slide001_core01140.png,TranslationDataset/Train/input/slide001_core01140.png,20,31
TranslationDataset/Train/reference/slide001_core01141.png,TranslationDataset/Train/input/slide001_core01141.png,45,5
TranslationDataset/Train/reference/slide001_core01142.png,TranslationDataset/Train/input/slide001_core01142.png,0,33
TranslationDataset/Train/reference/slide001_core01143.png,TranslationDataset/Train/input/slide001_core01143.png,23,55
TranslationDataset/Train/reference/slide001_core01144.png,TranslationDataset/Train/input/slide001_core01144.png,42,5
TranslationDataset/Train/reference/slide001_core01145.png,TranslationDataset/Train/input/slide001_core01145.png,30,21
TranslationDataset/Train/reference/slide001_core01146.png,TranslationDataset/Train/input/slide001_core01146.png,59,11
TranslationDataset/Train/reference/slide001_core01147.png,TranslationDataset/Train/input/slide001_core01147.png,50,40
TranslationDataset/Train/reference/slide001_core01148.png,TranslationDataset/Train/input/slide001_core01148.png,13,34
TranslationDataset/Train/reference/slide001_core01149.png,TranslationDataset/Train/input/slide001_core01149.png,20,19
TranslationDataset/Train/reference/slide001_core01150.png,TranslationDataset/Train/input/slide001_core01150.png,33,10
TranslationDataset/Train/reference/slide001_core01151.png,TranslationDataset/Train/input/slide001_core01151.png,1,51
TranslationDataset/Train/reference/slide001_core01152.png,TranslationDataset/Train/input/slide001_core01152.png,33,46
TranslationDataset/Train/reference/slide001_core01153.png,TranslationDataset/Train/input/slide001_core01153.png,39,46
TranslationDataset/Train/reference/slide001_core01154.png,TranslationDataset/Train/input/slide001_core01154.png,63,5
TranslationDataset/Train/reference/slide001_core01155.png,TranslationDataset/Train/input/slide001_core01155.png,14,1
TranslationDataset/Train/reference/slide001_core01156.png,TranslationDataset/Train/input/slide001_core01156.png,8,61
TranslationDataset/Train/reference/slide001_core01157.png,TranslationDataset/Train/input/slide001_core01157.png,49,14
TranslationDataset/Train/reference/slide001_core01158.png,TranslationDataset/Train/input/slide001_core01158.png,40,48
TranslationDataset/Train/reference/slide001_core01159.png,TranslationDataset/Train/input/slide001_core01159.png,35,52
TranslationDataset/Train/reference/slide001_core01160.png,TranslationDataset/Train/input/slide001_core01160.png,53,19
TranslationDataset/Train/reference/slide001_core01161.png,TranslationDataset/Train/input/slide001_core01161.png,31,56
TranslationDataset/Train/reference/slide001_core01162.png,TranslationDataset/Train/input/slide001_core01162.png,28,27
TranslationDataset/Train/reference/slide001_core01163.png,TranslationDataset/Train/input/slide001_core01163.png,31,21
TranslationDataset/Train/reference/slide001_core01164.png,TranslationDataset/Train/input/slide001_core01164.png,3,22
TranslationDataset/Train/reference/slide001_core01165.png,TranslationDataset/Train/input/slide001_core01165.png,44,54
TranslationDataset/Train/reference/slide001_core01166.png,TranslationDataset/Train/input/slide001_core01166.png,14,10
TranslationDataset/Train/reference/slide001_core01167.png,TranslationDataset/Train/input/slide001_core01167.png,11,35
TranslationDataset/Train/reference/slide001_core01168.png,TranslationDataset/Train/input/slide001_core01168.png,56,28
TranslationDataset/Train/reference/slide001_core01169.png,TranslationDataset/Train/input/slide001_core01169.png,52,37
TranslationDataset/Train/reference/slide001_core01170.png,TranslationDataset/Train/input/slide001_core01170.png,37,52
TranslationDataset/Train/reference/slide001_core01171.png,TranslationDataset/Train/input/slide001_core01171.png,48,52
TranslationDataset/Train/reference/slide001_core01172.png,TranslationDataset/Train/input/slide001_core01172.png,46,31
TranslationDataset/Train/reference/slide001_core01173.png,TranslationDataset/Train/input/slide001_core01173.png,38,10
TranslationDataset/Train/reference/slide001_core01174.png,TranslationDataset/Train/input/slide001_core01174.png,3,3
TranslationDataset/Train/reference/slide001_core01175.png,TranslationDataset/Train/input/slide001_core01175.png,22,27
TranslationDataset/Train/reference/slide001_core01176.png,TranslationDataset/Train/input/slide001_core01176.png,22,45
TranslationDataset/Train/reference/slide001_core01177.png,TranslationDataset/Train/input/slide001_core01177.png,23,45
TranslationDataset/Train/reference/slide001_core01178.png,TranslationDataset/Train/input/slide001_core01178.png,19,44
TranslationDataset/Train/reference/slide001_core01179.png,TranslationDataset/Train/input/slide001_core01179.png,39,10
TranslationDataset/Train/reference/slide001_core01180.png,TranslationDataset/Train/input/slide001_core01180.png,62,2
TranslationDataset/Train/reference/slide001_core01181.png,TranslationDataset/Train/input/slide001_core01181.png,60,19
TranslationDataset/Train/reference/slide001_core01182.png,TranslationDataset/Train/input/slide001_core01182.png,63,29
TranslationDataset/Train/reference/slide001_core01183.png,TranslationDataset/Train/input/slide001_core01183.png,30,20
TranslationDataset/Train/reference/slide001_core01184.png,TranslationDataset/Train/input/slide001_core01184.png,48,39
TranslationDataset/Train/reference/slide001_core01185.png,TranslationDataset/Train/input/slide001_core01185.png,18,54
TranslationDataset/Train/reference/slide001_core01186.png,TranslationDataset/Train/input/slide001_core01186.png,48,11
TranslationDataset/Train/reference/slide001_core01187.png,TranslationDataset/Train/input/slide001_core01187.png,55,21
TranslationDataset/Train/reference/slide001_core01188.png,TranslationDataset/Train/input/slide001_core01188.png,38,7
TranslationDataset/Train/reference/slide001_core01189.png,TranslationDataset/Train/input/slide001_core01189.png,12,47
TranslationDataset/Train/reference/slide001_core01190.png,TranslationDataset/Train/input/slide001_core01190.png,10,55
TranslationDataset/Train/reference/slide001_core01191.png,TranslationDataset/Train/input/slide001_core01191.png,35,44
TranslationDataset/Train/reference/slide001_core01192.png,TranslationDataset/Train/input/slide001_core01192.png,44,22
TranslationDataset/Train/reference/slide001_core01193.png,TranslationDataset/Train/input/slide001_core01193.png,6,15
TranslationDataset/Train/reference/slide001_core01194.png,TranslationDataset/Train/input/slide001_core01194.png,12,15
TranslationDataset/Train/reference/slide001_core01195.png,TranslationDataset/Train/input/slide001_core01195.png,50,45
TranslationDataset/Train/reference/slide001_core01196.png,TranslationDataset/Train/input/slide001_core01196.png,12,17
TranslationDataset/Train/reference/slide001_core01197.png,TranslationDataset/Train/input/slide001_core01197.png,42,28
TranslationDataset/Train/reference/slide001_core01198.png,TranslationDataset/Train/input/slide001_core01198.png,42,11
TranslationDataset/Train/reference/slide001_core01199.png,TranslationDataset/Train/input/slide001_core01199.png,25,37
TranslationDataset/Train/reference/slide001_core011100.png,TranslationDataset/Train/input/slide001_core011100.png,16,45
TranslationDataset/Train/reference/slide001_core011101.png,TranslationDataset/Train/input/slide001_core011101.png,52,2
TranslationDataset/Train/reference/slide001_core011102.png,TranslationDataset/Train/input/slide001_core011102.png,22,28
TranslationDataset/Train/reference/slide001_core011103.png,TranslationDataset/Train/input/slide001_core011103.png,46,25
TranslationDataset/Train/reference/slide001_core011104.png,TranslationDataset/Train/input/slide001_core011104.png,38,49
TranslationDataset/Train/reference/slide001_core011105.png,TranslationDataset/Train/input/slide001_core011105.png,16,41
TranslationDataset/Train/reference/slide001_core011106.png,TranslationDataset/Train/input/slide001_core011106.png,10,55
TranslationDataset/Train/reference/slide001_core011107.png,TranslationDataset/Train/input/slide001_core011107.png,53,33
TranslationDataset/Train/reference/slide001_core011108.png,TranslationDataset/Train/input/slide001_core011108.png,57,24
TranslationDataset/Train/reference/slide001_core011109.png,TranslationDataset/Train/input/slide001_core011109.png,58,9
TranslationDataset/Train/reference/slide001_core011110.png,TranslationDataset/Train/input/slide001_core011110.png,27,19
TranslationDataset/Train/reference/slide001_core011111.png,TranslationDataset/Train/input/slide001_core011111.png,13,56
TranslationDataset/Train/reference/slide001_core011112.png,TranslationDataset/Train/input/slide001_core011112.png,32,58
TranslationDataset/Train/reference/slide001_core011113.png,TranslationDataset/Train/input/slide001_core011113.png,57,61
TranslationDataset/Train/reference/slide001_core011114.png,TranslationDataset/Train/input/slide001_core011114.png,18,45
TranslationDataset/Train/reference/slide001_core011115.png,TranslationDataset/Train/input/slide001_core011115.png,5,31
TranslationDataset/Train/reference/slide001_core011116.png,TranslationDataset/Train/input/slide001_core011116.png,32,16
TranslationDataset/Train/reference/slide001_core011117.png,TranslationDataset/Train/input/slide001_core011117.png,15,21
TranslationDataset/Train/reference/slide001_core011118.png,TranslationDataset/Train/input/slide001_core011118.png,4,13
TranslationDataset/Train/reference/slide001_core011119.png,TranslationDataset/Train/input/slide001_core011119.png,27,9
TranslationDataset/Train/reference/slide001_core011120.png,TranslationDataset/Train/input/slide001_core011120.png,6,15
TranslationDataset/Train/reference/slide001_core011121.png,TranslationDataset/Train/input/slide001_core011121.png,37,49
TranslationDataset/Train/reference/slide001_core011122.png,TranslationDataset/Train/input/slide001_core011122.png,60,44
TranslationDataset/Train/reference/slide001_core011123.png,TranslationDataset/Train/input/slide001_core011123.png,32,52
TranslationDataset/Train/reference/slide001_core011124.png,TranslationDataset/Train/input/slide001_core011124.png,7,13
TranslationDataset/Train/reference/slide001_core011125.png,TranslationDataset/Train/input/slide001_core011125.png,42,61
TranslationDataset/Train/reference/slide001_core011126.png,TranslationDataset/Train/input/slide001_core011126.png,46,40
TranslationDataset/Train/reference/slide001_core011127.png,TranslationDataset/Train/input/slide001_core011127.png,32,39
TranslationDataset/Train/reference/slide001_core011128.png,TranslationDataset/Train/input/slide001_core011128.png,61,50
TranslationDataset/Train/reference/slide001_core011129.png,TranslationDataset/Train/input/slide001_core011129.png,21,43
TranslationDataset/Train/reference/slide001_core011130.png,TranslationDataset/Train/input/slide001_core011130.png,62,0
TranslationDataset/Train/reference/slide001_core011131.png,TranslationDataset/Train/input/slide001_core011131.png,58,36
TranslationDataset/Train/reference/slide001_core011132.png,TranslationDataset/Train/input/slide001_core011132.png,31,4
TranslationDataset/Train/reference/slide001_core011133.png,TranslationDataset/Train/input/slide001_core011133.png,5,15
TranslationDataset/Train/reference/slide001_core011134.png,TranslationDataset/Train/input/slide001_core011134.png,44,19
TranslationDataset/Train/reference/slide001_core011135.png,TranslationDataset/Train/input/slide001_core011135.png,25,21
TranslationDataset/Train/reference/slide001_core011136.png,TranslationDataset/Train/input/slide001_core011136.png,15,45
TranslationDataset/Train/reference/slide001_core011137.png,TranslationDataset/Train/input/slide001_core011137.png,61,53
TranslationDataset/Train/reference/slide001_core011138.png,TranslationDataset/Train/input/slide001_core011138.png,55,24
TranslationDataset/Train/reference/slide001_core011139.png,TranslationDataset/Train/input/slide001_core011139.png,56,58
TranslationDataset/Train/reference/slide001_core011140.png,TranslationDataset/Train/input/slide001_core011140.png,29,11
TranslationDataset/Train/reference/slide001_core011141.png,TranslationDataset/Train/input/slide001_core011141.png,20,5
TranslationDataset/Train/reference/slide001_core011142.png,TranslationDataset/Train/input/slide001_core011142.png,24,9
TranslationDataset/Train/reference/slide001_core011143.png,TranslationDataset/Train/input/slide001_core011143.png,8,61
TranslationDataset/Train/reference/slide001_core011144.png,TranslationDataset/Train/input/slide001_core011144.png,29,32
TranslationDataset/Train/reference/slide001_core011145.png,TranslationDataset/Train/input/slide001_core011145.png,24,26
TranslationDataset/Train/reference/slide001_core011146.png,TranslationDataset/Train/input/slide001_core011146.png,44,32
TranslationDataset/Train/reference/slide001_core011147.png,TranslationDataset/Train/input/slide001_core011147.png,19,25
TranslationDataset/Train/reference/slide001_core011148.png,TranslationDataset/Train/input/slide001_core011148.png,25,53
TranslationDataset/Train/reference/slide001_core011149.png,TranslationDataset/Train/input/slide001_core011149.png,4,53
TranslationDataset/Train/reference/slide001_core011150.png,TranslationDataset/Train/input/slide001_core011150.png,43,1
TranslationDataset/Train/reference/slide001_core011151.png,TranslationDataset/Train/input/slide001_core011151.png,50,2
TranslationDataset/Train/reference/slide001_core011152.png,TranslationDataset/Train/input/slide001_core011152.png,54,16
TranslationDataset/Train/reference/slide001_core011153.png,TranslationDataset/Train/input/slide001_core011153.png,56,10
TranslationDataset/Train/reference/slide001_core011154.png,TranslationDataset/Train/input/slide001_core011154.png,37,10
TranslationDataset/Train/reference/slide001_core011155.png,TranslationDataset/Train/input/slide001_core011155.png,11,57
TranslationDataset/Train/reference/slide001_core011156.png,TranslationDataset/Train/input/slide001_core011156.png,47,8
TranslationDataset/Train/reference/slide001_core011157.png,TranslationDataset/Train/input/slide001_core011157.png,16,31
TranslationDataset/Train/reference/slide001_core011158.png,TranslationDataset/Train/input/slide001_core011158.png,52,53
TranslationDataset/Train/reference/slide001_core011159.png,TranslationDataset/Train/input/slide001_core011159.png,14,44
TranslationDataset/Train/reference/slide001_core011160.png,TranslationDataset/Train/input/slide001_core011160.png,5,63
TranslationDataset/Train/reference/slide001_core011161.png,TranslationDataset/Train/input/slide001_core011161.png,54,36
TranslationDataset/Train/reference/slide001_core011162.png,TranslationDataset/Train/input/slide001_core011162.png,28,2
TranslationDataset/Train/reference/slide001_core011163.png,TranslationDataset/Train/input/slide001_core011163.png,47,36
TranslationDataset/Train/reference/slide001_core011164.png,TranslationDataset/Train/input/slide001_core011164.png,38,31
TranslationDataset/Train/reference/slide001_core011165.png,TranslationDataset/Train/input/slide001_core011165.png,52,50
TranslationDataset/Train/reference/slide001_core011166.png,TranslationDataset/Train/input/slide001_core011166.png,12,5
TranslationDataset/Train/reference/slide001_core011167.png,TranslationDataset/Train/input/slide001_core011167.png,47,46
TranslationDataset/Train/reference/slide001_core011168.png,TranslationDataset/Train/input/slide001_core011168.png,55,32
TranslationDataset/Train/reference/slide001_core011169.png,TranslationDataset/Train/input/slide001_core011169.png,40,42
TranslationDataset/Train/reference/slide001_core011170.png,TranslationDataset/Train/input/slide001_core011170.png,26,46
TranslationDataset/Train/reference/slide001_core011171.png,TranslationDataset/Train/input/slide001_core011171.png,28,59
TranslationDataset/Train/reference/slide001_core011172.png,TranslationDataset/Train/input/slide001_core011172.png,40,35
TranslationDataset/Train/reference/slide001_core011173.png,TranslationDataset/Train/input/slide001_core011173.png,60,26
TranslationDataset/Train/reference/slide001_core011174.png,TranslationDataset/Train/input/slide001_core011174.png,26,40
TranslationDataset/Train/reference/slide001_core011175.png,TranslationDataset/Train/input/slide001_core011175.png,49,12
TranslationDataset/Train/reference/slide001_core011176.png,TranslationDataset/Train/input/slide001_core011176.png,13,1
TranslationDataset/Train/reference/slide001_core011177.png,TranslationDataset/Train/input/slide001_core011177.png,11,5
TranslationDataset/Train/reference/slide001_core011178.png,TranslationDataset/Train/input/slide001_core011178.png,3,2
TranslationDataset/Train/reference/slide001_core011179.png,TranslationDataset/Train/input/slide001_core011179.png,26,27
TranslationDataset/Train/reference/slide001_core011180.png,TranslationDataset/Train/input/slide001_core011180.png,26,8
TranslationDataset/Train/reference/slide001_core011181.png,TranslationDataset/Train/input/slide001_core011181.png,57,0
TranslationDataset/Train/reference/slide001_core011182.png,TranslationDataset/Train/input/slide001_core011182.png,32,1
TranslationDataset/Train/reference/slide001_core011183.png,TranslationDataset/Train/input/slide001_core011183.png,50,39
TranslationDataset/Train/reference/slide001_core011184.png,TranslationDataset/Train/input/slide001_core011184.png,52,12
TranslationDataset/Train/reference/slide001_core011185.png,TranslationDataset/Train/input/slide001_core011185.png,13,63
TranslationDataset/Train/reference/slide001_core011186.png,TranslationDataset/Train/input/slide001_core011186.png,36,32
TranslationDataset/Train/reference/slide001_core011187.png,TranslationDataset/Train/input/slide001_core011187.png,43,10
TranslationDataset/Train/reference/slide001_core011188.png,TranslationDataset/Train/input/slide001_core011188.png,50,25
TranslationDataset/Train/reference/slide001_core011189.png,TranslationDataset/Train/input/slide001_core011189.png,50,54
TranslationDataset/Train/reference/slide001_core011190.png,TranslationDataset/Train/input/slide001_core011190.png,23,39
TranslationDataset/Train/reference/slide001_core011191.png,TranslationDataset/Train/input/slide001_core011191.png,50,24
TranslationDataset/Train/reference/slide001_core011192.png,TranslationDataset/Train/input/slide001_core011192.png,26,23
TranslationDataset/Train/reference/slide001_core011193.png,TranslationDataset/Train/input/slide001_core011193.png,7,28
TranslationDataset/Train/reference/slide001_core011194.png,TranslationDataset/Train/input/slide001_core011194.png,32,4
TranslationDataset/Train/reference/slide001_core011195.png,TranslationDataset/Train/input/slide001_core011195.png,42,57
TranslationDataset/Train/reference/slide001_core011196.png,TranslationDataset/Train/input/slide001_core011196.png,43,3
TranslationDataset/Train/reference/slide001_core011197.png,TranslationDataset/Train/input/slide001_core011197.png,8,26
TranslationDataset/Train/reference/slide001_core011198.png,TranslationDataset/Train/input/slide001_core011198.png,31,15
TranslationDataset/Train/reference/slide001_core011199.png,TranslationDataset/Train/input/slide001_core011199.png,10,17
TranslationDataset/Train/reference/slide001_core011200.png,TranslationDataset/Train/input/slide001_core011200.png,54,20
TranslationDataset/Train/reference/slide001_core011201.png,TranslationDataset/Train/input/slide001_core011201.png,11,17
TranslationDataset/Train/reference/slide001_core011202.png,TranslationDataset/Train/input/slide001_core011202.png,18,9
TranslationDataset/Train/reference/slide001_core011203.png,TranslationDataset/Train/input/slide001_core011203.png,63,11
TranslationDataset/Train/reference/slide001_core011204.png,TranslationDataset/Train/input/slide001_core011204.png,19,10
TranslationDataset/Train/reference/slide001_core011205.png,TranslationDataset/Train/input/slide001_core011205.png,50,36
TranslationDataset/Train/reference/slide001_core011206.png,TranslationDataset/Train/input/slide001_core011206.png,7,0
TranslationDataset/Train/reference/slide001_core011207.png,TranslationDataset/Train/input/slide001_core011207.png,33,1
TranslationDataset/Train/reference/slide001_core011208.png,TranslationDataset/Train/input/slide001_core011208.png,13,8
TranslationDataset/Train/reference/slide001_core011209.png,TranslationDataset/Train/input/slide001_core011209.png,58,24
TranslationDataset/Train/reference/slide001_core011210.png,TranslationDataset/Train/input/slide001_core011210.png,61,20
TranslationDataset/Train/reference/slide001_core011211.png,TranslationDataset/Train/input/slide001_core011211.png,31,5
TranslationDataset/Train/reference/slide001_core011212.png,TranslationDataset/Train/input/slide001_core011212.png,22,32
TranslationDataset/Train/reference/slide001_core011213.png,TranslationDataset/Train/input/slide001_core011213.png,25,45
TranslationDataset/Train/reference/slide001_core011214.png,TranslationDataset/Train/input/slide001_core011214.png,52,8
TranslationDataset/Train/reference/slide001_core011215.png,TranslationDataset/Train/input/slide001_core011215.png,9,6
TranslationDataset/Train/reference/slide001_core011216.png,TranslationDataset/Train/input/slide001_core011216.png,13,22
TranslationDataset/Train/reference/slide001_core011217.png,TranslationDataset/Train/input/slide001_core011217.png,42,30
TranslationDataset/Train/reference/slide001_core011218.png,TranslationDataset/Train/input/slide001_core011218.png,8,53
TranslationDataset/Train/reference/slide001_core011219.png,TranslationDataset/Train/input/slide001_core011219.png,57,8
TranslationDataset/Train/reference/slide001_core011220.png,TranslationDataset/Train/input/slide001_core011220.png,55,4
TranslationDataset/Train/reference/slide001_core011221.png,TranslationDataset/Train/input/slide001_core011221.png,36,57
TranslationDataset/Train/reference/slide001_core011222.png,TranslationDataset/Train/input/slide001_core011222.png,35,40
TranslationDataset/Train/reference/slide001_core011223.png,TranslationDataset/Train/input/slide001_core011223.png,15,1
TranslationDataset/Train/reference/slide001_core011224.png,TranslationDataset/Train/input/slide001_core011224.png,11,62
TranslationDataset/Train/reference/slide001_core011225.png,TranslationDataset/Train/input/slide001_core011225.png,20,52
TranslationDataset/Train/reference/slide001_core011226.png,TranslationDataset/Train/input/slide001_core011226.png,22,58
TranslationDataset/Train/reference/slide001_core011227.png,TranslationDataset/Train/input/slide001_core011227.png,60,33
TranslationDataset/Train/reference/slide001_core011228.png,TranslationDataset/Train/input/slide001_core011228.png,44,29
TranslationDataset/Train/reference/slide001_core011229.png,TranslationDataset/Train/input/slide001_core011229.png,11,58
TranslationDataset/Train/reference/slide001_core011230.png,TranslationDataset/Train/input/slide001_core011230.png,48,1
TranslationDataset/Train/reference/slide001_core011231.png,TranslationDataset/Train/input/slide001_core011231.png,15,13
TranslationDataset/Train/reference/slide001_core011232.png,TranslationDataset/Train/input/slide001_core011232.png,45,55
TranslationDataset/Train/reference/slide001_core011233.png,TranslationDataset/Train/input/slide001_core011233.png,11,12
TranslationDataset/Train/reference/slide001_core011234.png,TranslationDataset/Train/input/slide001_core011234.png,15,45
TranslationDataset/Train/reference/slide001_core011235.png,TranslationDataset/Train/input/slide001_core011235.png,23,7
TranslationDataset/Train/reference/slide001_core011236.png,TranslationDataset/Train/input/slide001_core011236.png,1,32
TranslationDataset/Train/reference/slide001_core011237.png,TranslationDataset/Train/input/slide001_core011237.png,41,0
TranslationDataset/Train/reference/slide001_core011238.png,TranslationDataset/Train/input/slide001_core011238.png,14,38
TranslationDataset/Train/reference/slide001_core011239.png,TranslationDataset/Train/input/slide001_core011239.png,43,20
TranslationDataset/Train/reference/slide001_core011240.png,TranslationDataset/Train/input/slide001_core011240.png,11,15
TranslationDataset/Train/reference/slide001_core011241.png,TranslationDataset/Train/input/slide001_core011241.png,46,30
TranslationDataset/Train/reference/slide001_core011242.png,TranslationDataset/Train/input/slide001_core011242.png,44,6
TranslationDataset/Train/reference/slide001_core011243.png,TranslationDataset/Train/input/slide001_core011243.png,28,56
TranslationDataset/Train/reference/slide001_core011244.png,TranslationDataset/Train/input/slide001_core011244.png,45,40
TranslationDataset/Train/reference/slide001_core011245.png,TranslationDataset/Train/input/slide001_core011245.png,59,18
TranslationDataset/Train/reference/slide001_core011246.png,TranslationDataset/Train/input/slide001_core011246.png,47,33
TranslationDataset/Train/reference/slide001_core011247.png,TranslationDataset/Train/input/slide001_core011247.png,54,24
TranslationDataset/Train/reference/slide001_core011248.png,TranslationDataset/Train/input/slide001_core011248.png,55,16
TranslationDataset/Train/reference/slide001_core011249.png,TranslationDataset/Train/input/slide001_core011249.png,49,61
TranslationDataset/Train/reference/slide001_core011250.png,TranslationDataset/Train/input/slide001_core011250.png,13,12
TranslationDataset/Train/reference/slide001_core011251.png,TranslationDataset/Train/input/slide001_core011251.png,27,14
TranslationDataset/Train/reference/slide001_core011252.png,TranslationDataset/Train/input/slide001_core011252.png,38,29
TranslationDataset/Train/reference/slide001_core011253.png,TranslationDataset/Train/input/slide001_core011253.png,20,47
TranslationDataset/Train/reference/slide001_core011254.png,TranslationDataset/Train/input/slide001_core011254.png,59,34
TranslationDataset/Train/reference/slide001_core011255.png,TranslationDataset/Train/input/slide001_core011255.png,39,42
TranslationDataset/Train/reference/slide001_core011256.png,TranslationDataset/Train/input/slide001_core011256.png,18,43
TranslationDataset/Train/reference/slide001_core011257.png,TranslationDataset/Train/input/slide001_core011257.png,34,60
TranslationDataset/Train/reference/slide001_core011258.png,TranslationDataset/Train/input/slide001_core011258.png,55,25
TranslationDataset/Train/reference/slide001_core011259.png,TranslationDataset/Train/input/slide001_core011259.png,52,16
TranslationDataset/Train/reference/slide001_core011260.png,TranslationDataset/Train/input/slide001_core011260.png,45,40
TranslationDataset/Train/reference/slide001_core011261.png,TranslationDataset/Train/input/slide001_core011261.png,36,43
TranslationDataset/Train/reference/slide001_core011262.png,TranslationDataset/Train/input/slide001_core011262.png,44,34
TranslationDataset/Train/reference/slide001_core011263.png,TranslationDataset/Train/input/slide001_core011263.png,60,5
TranslationDataset/Train/reference/slide001_core011264.png,TranslationDataset/Train/input/slide001_core011264.png,29,24
TranslationDataset/Train/reference/slide001_core011265.png,TranslationDataset/Train/input/slide001_core011265.png,26,42
TranslationDataset/Train/reference/slide001_core011266.png,TranslationDataset/Train/input/slide001_core011266.png,49,30
TranslationDataset/Train/reference/slide001_core011267.png,TranslationDataset/Train/input/slide001_core011267.png,58,35
TranslationDataset/Train/reference/slide001_core011268.png,TranslationDataset/Train/input/slide001_core011268.png,19,36
TranslationDataset/Train/reference/slide001_core011269.png,TranslationDataset/Train/input/slide001_core011269.png,27,24
TranslationDataset/Train/reference/slide001_core011270.png,TranslationDataset/Train/input/slide001_core011270.png,1,39
TranslationDataset/Train/reference/slide001_core011271.png,TranslationDataset/Train/input/slide001_core011271.png,40,15
TranslationDataset/Train/reference/slide001_core011272.png,TranslationDataset/Train/input/slide001_core011272.png,52,7
